ASV,fwd_rev,domain,conf.d,phylum,conf.p,class,conf.c,order,conf.o,family,conf.f,genus,conf.g,species,conf.s
ASV5435,+,Fungi,100%,Ascomycota,77%,Pezizomycetes,42%,Pezizales,42%,Pyronemataceae,22%,Genea,11%,Genea_verrucosa|SH241479.06FU,11%
ASV5436,+,Fungi,100%,Fungi_unidentified,35%,Fungi_unidentified_1,35%,Fungi_unidentified_1,35%,Fungi_unidentified_1_1,35%,Fungi_unidentified_1_1,35%,Fungi_sp|SH222471.06FU,35%
ASV5437,+,Fungi,100%,Fungi_unidentified,99%,Fungi_unidentified_1,99%,Fungi_unidentified_1,99%,Fungi_unidentified_1_1,99%,Fungi_unidentified_1_1,99%,Fungi_sp|SH239973.06FU,97%
ASV5439,+,Fungi,100%,Glomeromycota,98%,Glomeromycota_unidentified,47%,Glomeromycota_unidentified_1,47%,Glomeromycota_unidentified_1,47%,Glomeromycota_unidentified_1_1,47%,Glomeromycota_sp|SH236339.06FU,22%
ASV5440,+,Fungi,100%,Ascomycota,31%,Saccharomycetes,16%,Saccharomycetales,16%,Saccharomycetaceae,13%,Naumovozyma,8%,Naumovozyma_sp_QMW_2012|SH236489.06FU,8%
ASV5441,+,Fungi,100%,Ascomycota,96%,Sordariomycetes,67%,Hypocreales,47%,Ophiocordycipitaceae,23%,Ophiocordyceps,23%,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU,16%
ASV5442,+,Fungi,100%,Basidiomycota,99%,Agaricomycetes,99%,Sebacinales,86%,Sebacinaceae,64%,Sebacinaceae_unidentified,64%,Sebacinaceae_sp|SH234126.06FU,40%
ASV5443,+,Fungi,100%,Chytridiomycota,73%,Chytridiomycetes,53%,Chytridiales,29%,Synchytriaceae,28%,Synchytrium,28%,Synchytrium_endobioticum|SH234051.06FU,25%
ASV5444,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Incertae_sedis_7,100%,Magnaporthaceae,100%,Magnaporthe,100%,Magnaporthe_griffinii|SH230187.06FU,100%
ASV5445,+,Fungi,100%,Ascomycota,34%,Sordariomycetes,19%,Sordariomycetes_unidentified,17%,Sordariomycetes_unidentified_1,17%,Sordariomycetes_unidentified_1,17%,Sordariomycetes_sp|SH237144.06FU,17%
ASV5446,+,Fungi,100%,Glomeromycota,83%,Glomeromycetes,83%,Glomerales,63%,Glomeraceae,60%,Glomus,42%,Glomus_tortuosum|SH190141.06FU,40%
ASV5448,+,Fungi,100%,Basidiomycota,42%,Agaricomycetes,30%,Hymenochaetales,10%,Hymenochaetales_unidentified,8%,Hymenochaetales_unidentified_1,8%,Hymenochaetales_sp|SH235194.06FU,8%
ASV5449,+,Fungi,100%,Glomeromycota,41%,Glomeromycetes,41%,Glomerales,41%,Glomeraceae,41%,Glomeraceae_unidentified,41%,Glomeraceae_sp|SH235721.06FU,41%
ASV5450,+,Fungi,100%,Fungi_unidentified,48%,Fungi_unidentified_1,48%,Fungi_unidentified_1,48%,Fungi_unidentified_1_1,48%,Fungi_unidentified_1_1,48%,Fungi_sp|SH216325.06FU,45%
ASV5451,+,Fungi,100%,Ascomycota,33%,Schizosaccharomycetes,12%,Schizosaccharomycetales,12%,Schizosaccharomycetaceae,12%,Schizosaccharomyces,12%,Schizosaccharomyces_cryophilus|SH239688.06FU,12%
ASV5452,+,Fungi,100%,Ascomycota,47%,Incertae_sedis_14,27%,Incertae_sedis_15,27%,Incertae_sedis_16,27%,Pulchromyces,20%,Pulchromyces_fimicola|SH227367.06FU,20%
ASV5453,+,Fungi,100%,Chytridiomycota,67%,Chytridiomycota_unidentified,19%,Chytridiomycota_unidentified_1,19%,Chytridiomycota_unidentified_1,19%,Chytridiomycota_unidentified_1_1,19%,Chytridiomycota_sp|SH233268.06FU,13%
ASV5454,+,Fungi,100%,Ascomycota,92%,Orbiliomycetes,91%,Orbiliomycetes_unidentified,91%,Orbiliomycetes_unidentified_1,91%,Orbiliomycetes_unidentified_1,91%,Orbiliomycetes_sp|SH234045.06FU,91%
ASV5455,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,98%,Cantharellales,98%,Ceratobasidiaceae,98%,Ceratobasidiaceae_unidentified,98%,Ceratobasidiaceae_sp|SH200584.06FU,98%
ASV5456,+,Fungi,100%,Basidiomycota,100%,Wallemiomycetes,100%,Geminibasidiales,100%,Geminibasidiaceae,100%,Geminibasidium,100%,Geminibasidium_sp|SH204173.06FU,65%
ASV5457,+,Fungi,100%,Chytridiomycota,74%,Chytridiomycetes,50%,Rhizophydiales,50%,Rhizophydiaceae,38%,Rhizophydium,38%,Rhizophydium_globosum|SH234882.06FU,15%
ASV5458,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricomycetes_unidentified,100%,Agaricomycetes_unidentified_1,100%,Agaricomycetes_unidentified_1,100%,Agaricomycetes_sp|SH214757.06FU,100%
ASV5459,+,Fungi,100%,Chytridiomycota,71%,Chytridiomycetes,38%,Rhizophydiales,36%,Rhizophydiaceae,31%,Rhizophydium,31%,Rhizophydium_sp_PL_AUS_Ad014|SH236288.06FU,25%
ASV5460,+,Fungi,100%,Ascomycota,18%,Sordariomycetes,4%,Sordariomycetes_unidentified,3%,Sordariomycetes_unidentified_1,3%,Sordariomycetes_unidentified_1,3%,Sordariomycetes_sp|SH237144.06FU,3%
ASV5461,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Capnodiales,100%,Capnodiales_unidentified,93%,Capnodiales_unidentified_1,93%,Capnodiales_sp|SH196197.06FU,73%
ASV5462,+,Fungi,100%,Fungi_unidentified,13%,Fungi_unidentified_1,13%,Fungi_unidentified_1,13%,Fungi_unidentified_1_1,13%,Fungi_unidentified_1_1,13%,Fungi_sp|SH235191.06FU,7%
ASV5463,+,Fungi,100%,Chytridiomycota,72%,Chytridiomycota_unidentified,49%,Chytridiomycota_unidentified_1,49%,Chytridiomycota_unidentified_1,49%,Chytridiomycota_unidentified_1_1,49%,Chytridiomycota_sp|SH233268.06FU,20%
ASV5464,+,Fungi,100%,Zygomycota,38%,Incertae_sedis_10,38%,Kickxellales,37%,Kickxellaceae,37%,Ramicandelaber,37%,Ramicandelaber_sp_HMH_2010b|SH237553.06FU,23%
ASV5465,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Pleosporales,100%,Massarinaceae,100%,Massarinaceae_unidentified,100%,Massarinaceae_sp|SH195587.06FU,100%
ASV5467,+,Fungi,100%,Ascomycota,65%,Sordariomycetes,58%,Sordariomycetes_unidentified,58%,Sordariomycetes_unidentified_1,58%,Sordariomycetes_unidentified_1,58%,Sordariomycetes_sp|SH237144.06FU,58%
ASV5468,+,Fungi,100%,Chytridiomycota,91%,Chytridiomycetes,84%,Spizellomycetales,80%,Spizellomycetaceae,80%,Spizellomyces,79%,Spizellomyces_dolichospermus|SH236557.06FU,52%
ASV5469,+,Fungi,99%,Basidiomycota,76%,Agaricomycetes,67%,Agaricales,47%,Cortinariaceae,26%,Cortinarius,26%,Cortinarius_fuscoperonatus|SH221803.06FU,11%
ASV5470,+,Fungi,100%,Glomeromycota,18%,Glomeromycetes,18%,Diversisporales,13%,Gigasporaceae,9%,Scutellospora,9%,Scutellospora_heterogama|SH197032.06FU,7%
ASV5472,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,100%,Tremellales,100%,Incertae_sedis_12,100%,Hannaella,99%,Hannaella_oryzae|SH197179.06FU,95%
ASV5473,+,Fungi,100%,Ascomycota,30%,Schizosaccharomycetes,13%,Schizosaccharomycetales,13%,Schizosaccharomycetaceae,13%,Schizosaccharomyces,13%,Schizosaccharomyces_cryophilus|SH239688.06FU,13%
ASV5474,+,Fungi,100%,Glomeromycota,97%,Glomeromycota_unidentified,23%,Glomeromycota_unidentified_1,23%,Glomeromycota_unidentified_1,23%,Glomeromycota_unidentified_1_1,23%,Glomeromycota_sp|SH195808.06FU,12%
ASV5475,+,Fungi,100%,Chytridiomycota,71%,Chytridiomycota_unidentified,59%,Chytridiomycota_unidentified_1,59%,Chytridiomycota_unidentified_1,59%,Chytridiomycota_unidentified_1_1,59%,Chytridiomycota_sp|SH229580.06FU,40%
ASV5476,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Agaricales_unidentified,100%,Agaricales_unidentified_1,100%,Agaricales_sp|SH191515.06FU,100%
ASV5477,+,Fungi,100%,Ascomycota,99%,Dothideomycetes,97%,Dothideomycetes_unidentified,75%,Dothideomycetes_unidentified_1,75%,Dothideomycetes_unidentified_1,75%,Dothideomycetes_sp|SH217123.06FU,73%
ASV5478,+,Fungi,100%,Ascomycota,69%,Pezizomycetes,39%,Pezizales,37%,Pyronemataceae,31%,Pyronemataceae_unidentified,31%,Pyronemataceae_sp|SH240968.06FU,31%
ASV5479,+,Fungi,100%,Chytridiomycota,71%,Chytridiomycota_unidentified,24%,Chytridiomycota_unidentified_1,24%,Chytridiomycota_unidentified_1,24%,Chytridiomycota_unidentified_1_1,24%,Chytridiomycota_sp|SH233268.06FU,11%
ASV5480,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Boletales,100%,Melanogastraceae,77%,Melanogastraceae_unidentified,77%,Melanogastraceae_sp|SH238254.06FU,77%
ASV5481,+,Fungi,100%,Chytridiomycota,71%,Chytridiomycota_unidentified,51%,Chytridiomycota_unidentified_1,51%,Chytridiomycota_unidentified_1,51%,Chytridiomycota_unidentified_1_1,51%,Chytridiomycota_sp|SH233268.06FU,33%
ASV5482,+,Fungi,100%,Ascomycota,94%,Sordariomycetes,70%,Sordariales,47%,Incertae_sedis_23,47%,Ascotaiwania,47%,Ascotaiwania_lignicola|SH238838.06FU,47%
ASV5483,+,Fungi,100%,Ascomycota,42%,Incertae_sedis_14,8%,Incertae_sedis_15,8%,Incertae_sedis_16,8%,Pulchromyces,8%,Pulchromyces_fimicola|SH227367.06FU,8%
ASV5485,+,Fungi,100%,Chytridiomycota,50%,Chytridiomycota_unidentified,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1_1,31%,Chytridiomycota_sp|SH236624.06FU,10%
ASV5486,+,Fungi,100%,Glomeromycota,37%,Glomeromycetes,37%,Glomerales,31%,Glomeraceae,31%,Funneliformis,11%,Funneliformis_sp|SH219052.06FU,8%
ASV5487,+,Fungi,100%,Chytridiomycota,63%,Chytridiomycetes,42%,Chytridiales,27%,Synchytriaceae,27%,Synchytrium,27%,Synchytrium_endobioticum|SH234051.06FU,25%
ASV5488,+,Fungi,100%,Chytridiomycota,18%,Chytridiomycetes,17%,Chytridiales,13%,Synchytriaceae,13%,Synchytrium,13%,Synchytrium_endobioticum|SH234051.06FU,13%
ASV5489,+,Fungi,100%,Ascomycota,31%,Saccharomycetes,9%,Saccharomycetales,9%,Saccharomycetaceae,8%,Naumovozyma,3%,Naumovozyma_sp_QMW_2012|SH236489.06FU,3%
ASV5490,+,Fungi,100%,Ascomycota,81%,Pezizomycetes,64%,Pezizales,64%,Pyronemataceae,39%,Pyronemataceae_unidentified,37%,Pyronemataceae_sp|SH240968.06FU,37%
ASV5491,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Psathyrellaceae,100%,Parasola,100%,Parasola_sp|SH193275.06FU,99%
ASV5492,+,Fungi,100%,Ascomycota,30%,Incertae_sedis_14,12%,Incertae_sedis_15,12%,Incertae_sedis_16,12%,Ochroconis,9%,Ochroconis_calidifluminalis|SH241393.06FU,9%
ASV5493,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,100%,Pezizales,100%,Pezizaceae,100%,Pezizaceae_unidentified,100%,Pezizaceae_sp|SH218926.06FU,100%
ASV5494,+,Fungi,99%,Basidiomycota,76%,Agaricostilbomycetes,30%,Agaricostilbales,30%,Agaricostilbaceae,28%,Bensingtonia,28%,Bensingtonia_miscanthi|SH241675.06FU,13%
ASV5495,+,Fungi,100%,Fungi_unidentified,91%,Fungi_unidentified_1,91%,Fungi_unidentified_1,91%,Fungi_unidentified_1_1,91%,Fungi_unidentified_1_1,91%,Fungi_sp|SH229397.06FU,91%
ASV5496,+,Fungi,100%,Fungi_unidentified,7%,Fungi_unidentified_1,7%,Fungi_unidentified_1,7%,Fungi_unidentified_1_1,7%,Fungi_unidentified_1_1,7%,Fungi_sp|SH236957.06FU,1%
ASV5497,+,Fungi,100%,Ascomycota,17%,Schizosaccharomycetes,5%,Schizosaccharomycetales,5%,Schizosaccharomycetaceae,5%,Schizosaccharomyces,5%,Schizosaccharomyces_cryophilus|SH239688.06FU,5%
ASV5498,+,Fungi,100%,Ascomycota,40%,Incertae_sedis_14,6%,Incertae_sedis_15,6%,Incertae_sedis_16,6%,Pulchromyces,6%,Pulchromyces_fimicola|SH227367.06FU,6%
ASV5499,+,Fungi,100%,Chytridiomycota,86%,Chytridiomycetes,38%,Rhizophydiales,30%,Rhizophydiaceae,28%,Rhizophydium,28%,Rhizophydium_sp_Barr_903|SH232608.06FU,24%
ASV5501,+,Fungi,100%,Glomeromycota,74%,Glomeromycetes,70%,Glomerales,69%,Glomeraceae,69%,Glomus,11%,Glomus_sp_14_SUN_2011|SH213809.06FU,9%
ASV5502,+,Fungi,98%,Ascomycota,26%,Saccharomycetes,11%,Saccharomycetales,11%,Saccharomycetaceae,11%,Naumovozyma,11%,Naumovozyma_sp_QMW_2012|SH236489.06FU,11%
ASV5503,+,Fungi,100%,Ascomycota,80%,Leotiomycetes,14%,Incertae_sedis,9%,Incertae_sedis_1,9%,Meliniomyces,7%,Meliniomyces_sp|SH215088.06FU,7%
ASV5504,+,Fungi,100%,Basidiomycota,77%,Agaricomycetes,74%,Agaricales,58%,Clavariaceae,46%,Clavaria,44%,Clavaria_sp|SH216968.06FU,16%
ASV5505,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,98%,Agaricales,98%,Psathyrellaceae,98%,Parasola,69%,Parasola_sp|SH193275.06FU,37%
ASV5506,+,Fungi,100%,Chytridiomycota,88%,Chytridiomycetes,86%,Spizellomycetales,75%,Spizellomycetaceae,75%,Spizellomyces,75%,Spizellomyces_sp|SH229712.06FU,43%
ASV5507,+,Fungi,100%,Chytridiomycota,68%,Chytridiomycota_unidentified,29%,Chytridiomycota_unidentified_1,29%,Chytridiomycota_unidentified_1,29%,Chytridiomycota_unidentified_1_1,29%,Chytridiomycota_sp|SH233268.06FU,22%
ASV5508,+,Fungi,100%,Glomeromycota,99%,Glomeromycetes,98%,Glomerales,98%,Glomeraceae,98%,Glomeraceae_unidentified,96%,Glomeraceae_sp|SH194448.06FU,11%
ASV5509,+,Fungi,99%,Ascomycota,49%,Sordariomycetes,13%,Sordariales,10%,Cephalothecaceae,8%,Albertiniella,8%,Albertiniella_polyporicola|SH235766.06FU,8%
ASV5513,+,Fungi,100%,Basidiomycota,81%,Tremellomycetes,14%,Tremellales,14%,Incertae_sedis_12,13%,Derxomyces,13%,Derxomyces_hainanensis|SH197670.06FU,11%
ASV5516,+,Fungi,100%,Ascomycota,100%,Orbiliomycetes,99%,Orbiliomycetes_unidentified,98%,Orbiliomycetes_unidentified_1,98%,Orbiliomycetes_unidentified_1,98%,Orbiliomycetes_sp|SH234045.06FU,98%
ASV5517,+,Fungi,100%,Ascomycota,86%,Incertae_sedis_14,10%,Incertae_sedis_15,10%,Incertae_sedis_16,10%,Knufia,7%,Knufia_perforans|SH209750.06FU,7%
ASV5518,+,Fungi,100%,Chytridiomycota,86%,Chytridiomycota_unidentified,41%,Chytridiomycota_unidentified_1,41%,Chytridiomycota_unidentified_1,41%,Chytridiomycota_unidentified_1_1,41%,Chytridiomycota_sp|SH233268.06FU,9%
ASV5519,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,88%,Glomerales,88%,Glomeraceae,29%,Glomeraceae_unidentified,29%,Glomeraceae_sp|SH222385.06FU,19%
ASV5520,+,Fungi,100%,Glomeromycota,90%,Glomeromycota_unidentified,40%,Glomeromycota_unidentified_1,40%,Glomeromycota_unidentified_1,40%,Glomeromycota_unidentified_1_1,40%,Glomeromycota_sp|SH238503.06FU,34%
ASV5521,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Psathyrellaceae,100%,Coprinopsis,60%,Coprinopsis_strossmayeri|SH229026.06FU,60%
ASV5522,+,Fungi,100%,Chytridiomycota,64%,Chytridiomycota_unidentified,46%,Chytridiomycota_unidentified_1,46%,Chytridiomycota_unidentified_1,46%,Chytridiomycota_unidentified_1_1,46%,Chytridiomycota_sp|SH233268.06FU,22%
ASV5523,+,Fungi,100%,Glomeromycota,19%,Glomeromycetes,19%,Diversisporales,12%,Gigasporaceae,7%,Scutellospora,4%,Scutellospora_spinosissima|SH198423.06FU,4%
ASV5524,+,Fungi,100%,Chytridiomycota,63%,Chytridiomycetes,45%,Spizellomycetales,24%,Spizellomycetaceae,24%,Spizellomyces,21%,Spizellomyces_sp|SH229712.06FU,12%
ASV5525,+,Fungi,100%,Ascomycota,18%,Saccharomycetes,10%,Saccharomycetales,10%,Saccharomycetaceae,10%,Naumovozyma,8%,Naumovozyma_sp_QMW_2012|SH236489.06FU,8%
ASV5526,+,Fungi,100%,Ascomycota,96%,Sordariomycetes,83%,Sordariales,31%,Lasiosphaeriaceae,19%,Fimetariella,13%,Fimetariella_rabenhorstii|SH234981.06FU,13%
ASV5528,+,Fungi,100%,Basidiomycota,100%,Tremellomycetes,77%,Tremellales,77%,Incertae_sedis_12,77%,Cryptococcus_1,77%,Cryptococcus_sp_QMW_2009a|SH209978.06FU,77%
ASV5529,+,Fungi,100%,Ascomycota,26%,Incertae_sedis_14,6%,Incertae_sedis_15,6%,Incertae_sedis_16,6%,Pulchromyces,2%,Pulchromyces_fimicola|SH227367.06FU,2%
ASV5530,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Chaetothyriales,100%,Herpotrichiellaceae,100%,Rhinocladiella,90%,Rhinocladiella_sp_04001a|SH210139.06FU,54%
ASV5531,+,Fungi,100%,Chytridiomycota,73%,Chytridiomycota_unidentified,42%,Chytridiomycota_unidentified_1,42%,Chytridiomycota_unidentified_1,42%,Chytridiomycota_unidentified_1_1,42%,Chytridiomycota_sp|SH233268.06FU,32%
ASV5532,+,Fungi,100%,Fungi_unidentified,17%,Fungi_unidentified_1,17%,Fungi_unidentified_1,17%,Fungi_unidentified_1_1,17%,Fungi_unidentified_1_1,17%,Fungi_sp|SH241408.06FU,8%
ASV5534,+,Fungi,100%,Fungi_unidentified,30%,Fungi_unidentified_1,30%,Fungi_unidentified_1,30%,Fungi_unidentified_1_1,30%,Fungi_unidentified_1_1,30%,Fungi_sp|SH235187.06FU,6%
ASV5535,+,Fungi,100%,Ascomycota,100%,Eurotiomycetes,100%,Eurotiales,100%,Trichocomaceae,100%,Aspergillus,100%,Aspergillus_monodii|SH227456.06FU,100%
ASV5536,+,Fungi,100%,Ascomycota,48%,Incertae_sedis_14,13%,Incertae_sedis_15,13%,Incertae_sedis_16,13%,Pulchromyces,10%,Pulchromyces_fimicola|SH227367.06FU,10%
ASV5537,+,Fungi,100%,Ascomycota,70%,Dothideomycetes,48%,Pleosporales,43%,Cucurbitariaceae,8%,Curreya,8%,Curreya_grandicipis|SH206679.06FU,6%
ASV5538,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Polyporales,100%,Polyporaceae,100%,Nigroporus,100%,Nigroporus_sp|SH208338.06FU,100%
ASV5540,+,Fungi,100%,Glomeromycota,36%,Glomeromycetes,33%,Glomerales,31%,Glomeraceae,31%,Septoglomus,15%,Septoglomus_fuscum|SH228098.06FU,9%
ASV5541,+,Fungi,100%,Fungi_unidentified,80%,Fungi_unidentified_1,80%,Fungi_unidentified_1,80%,Fungi_unidentified_1_1,80%,Fungi_unidentified_1_1,80%,Fungi_sp|SH230612.06FU,80%
ASV5542,+,Fungi,100%,Ascomycota,82%,Sordariomycetes,63%,Incertae_sedis_7,33%,Annulatascaceae,33%,Conlarium,33%,Conlarium_duplumascospora|SH225495.06FU,33%
ASV5543,+,Fungi,100%,Chytridiomycota,95%,Chytridiomycota_unidentified,64%,Chytridiomycota_unidentified_1,64%,Chytridiomycota_unidentified_1,64%,Chytridiomycota_unidentified_1_1,64%,Chytridiomycota_sp|SH235186.06FU,63%
ASV5544,+,Fungi,100%,Fungi_unidentified,38%,Fungi_unidentified_1,38%,Fungi_unidentified_1,38%,Fungi_unidentified_1_1,38%,Fungi_unidentified_1_1,38%,Fungi_sp|SH235187.06FU,31%
ASV5545,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Gomphales,100%,Lentariaceae,97%,Kavinia,97%,Kavinia_alboviridis|SH200151.06FU,97%
ASV5546,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,100%,Marasmiaceae,100%,Tetrapyrgos,100%,Tetrapyrgos_subcinerea|SH194081.06FU,88%
ASV5547,+,Fungi,100%,Basidiomycota,56%,Tremellomycetes,23%,Tremellales,20%,Incertae_sedis_12,20%,Derxomyces,4%,Derxomyces_wuzhishanensis|SH197673.06FU,2%
ASV5548,+,Fungi,100%,Ascomycota,78%,Dothideomycetes,77%,Pleosporales,77%,Pleosporales_unidentified,52%,Pleosporales_unidentified_1,52%,Pleosporales_sp|SH192548.06FU,51%
ASV5549,+,Fungi,100%,Ascomycota,77%,Dothideomycetes,13%,Capnodiales,5%,Mycosphaerellaceae,3%,Periconiella,3%,Periconiella_velutina|SH212697.06FU,3%
ASV5550,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,100%,Glomerales,100%,Glomeraceae,100%,Rhizophagus,94%,Rhizophagus_irregularis|SH204469.06FU,12%
ASV5551,+,Fungi,100%,Fungi_unidentified,68%,Fungi_unidentified_1,68%,Fungi_unidentified_1,68%,Fungi_unidentified_1_1,68%,Fungi_unidentified_1_1,68%,Fungi_sp|SH229480.06FU,65%
ASV5552,+,Fungi,100%,Fungi_unidentified,21%,Fungi_unidentified_1,21%,Fungi_unidentified_1,21%,Fungi_unidentified_1_1,21%,Fungi_unidentified_1_1,21%,Fungi_sp|SH235187.06FU,9%
ASV5553,+,Fungi,100%,Ascomycota,100%,Dothideomycetes,100%,Botryosphaeriales,100%,Botryosphaeriaceae,100%,Lasiodiplodia,100%,Lasiodiplodia_crassispora|SH207476.06FU,100%
ASV5554,+,Fungi,100%,Ascomycota,100%,Pezizomycetes,73%,Pezizales,73%,Ascobolaceae,73%,Ascobolaceae_unidentified,71%,Ascobolaceae_sp|SH226962.06FU,71%
ASV5556,+,Fungi,100%,Chytridiomycota,74%,Chytridiomycetes,56%,Chytridiales,33%,Synchytriaceae,33%,Synchytrium,33%,Synchytrium_endobioticum|SH234051.06FU,33%
ASV5557,+,Fungi,100%,Ascomycota,100%,Sordariomycetes,100%,Sordariales,100%,Lasiosphaeriaceae,100%,Podospora,100%,Podospora_austroamericana|SH234977.06FU,100%
ASV5558,+,Fungi,100%,Ascomycota,73%,Leotiomycetes,17%,Erysiphales,12%,Erysiphaceae,12%,Erysiphe,8%,Erysiphe_corylopsidis|SH204925.06FU,6%
ASV5560,+,Fungi,100%,Ascomycota,94%,Dothideomycetes,47%,Pleosporales,44%,Phaeosphaeriaceae,30%,Phaeosphaeria,22%,Phaeosphaeria_sp|SH227810.06FU,22%
ASV5561,+,Fungi,100%,Chytridiomycota,63%,Chytridiomycota_unidentified,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1,31%,Chytridiomycota_unidentified_1_1,31%,Chytridiomycota_sp|SH233268.06FU,26%
ASV5562,+,Fungi,100%,Glomeromycota,29%,Glomeromycetes,29%,Glomerales,24%,Glomeraceae,23%,Funneliformis,6%,Funneliformis_sp|SH219052.06FU,5%
ASV5563,+,Fungi,99%,Ascomycota,35%,Incertae_sedis_14,6%,Incertae_sedis_15,6%,Incertae_sedis_16,6%,Pulchromyces,6%,Pulchromyces_fimicola|SH227367.06FU,6%
ASV5564,+,Fungi,100%,Basidiomycota,55%,Agaricomycetes,42%,Boletales,8%,Boletales_unidentified,7%,Boletales_unidentified_1,7%,Boletales_sp|SH237010.06FU,7%
ASV5565,+,Fungi,100%,Zygomycota,98%,Incertae_sedis_10,98%,Mortierellales,97%,Mortierellaceae,97%,Mortierella,97%,Mortierella_ambigua|SH232483.06FU,55%
ASV5567,+,Fungi,100%,Fungi_unidentified,33%,Fungi_unidentified_1,33%,Fungi_unidentified_1,33%,Fungi_unidentified_1_1,33%,Fungi_unidentified_1_1,33%,Fungi_sp|SH235187.06FU,15%
ASV5568,+,Fungi,100%,Fungi_unidentified,28%,Fungi_unidentified_1,28%,Fungi_unidentified_1,28%,Fungi_unidentified_1_1,28%,Fungi_unidentified_1_1,28%,Fungi_sp|SH241408.06FU,12%
ASV5569,+,Fungi,100%,Basidiomycota,96%,Agaricomycetes,93%,Agaricales,91%,Agaricaceae,62%,Tulostoma,25%,Tulostoma_sp_KH_2011b|SH194067.06FU,15%
ASV5570,+,Fungi,100%,Basidiomycota,41%,Tremellomycetes,16%,Tremellales,15%,Incertae_sedis_12,14%,Derxomyces,14%,Derxomyces_hainanensis|SH197670.06FU,13%
ASV5571,+,Fungi,100%,Basidiomycota,40%,Tremellomycetes,7%,Tremellales,7%,Incertae_sedis_12,6%,Derxomyces,5%,Derxomyces_hainanensis|SH197670.06FU,3%
ASV5573,+,Fungi,100%,Chytridiomycota,51%,Chytridiomycetes,47%,Chytridiales,27%,Synchytriaceae,27%,Synchytrium,27%,Synchytrium_endobioticum|SH234051.06FU,25%
ASV5574,+,Fungi,100%,Glomeromycota,100%,Glomeromycetes,87%,Glomerales,87%,Glomeraceae,87%,Rhizophagus,75%,Rhizophagus_irregularis|SH204489.06FU,58%
ASV5575,+,Fungi,100%,Ascomycota,93%,Dothideomycetes,71%,Pleosporales,68%,Montagnulaceae,44%,Paraconiothyrium,20%,Paraconiothyrium_hawaiiense|SH228689.06FU,20%
ASV5576,+,Fungi,100%,Ascomycota,55%,Eurotiomycetes,19%,Chaetothyriales,18%,Chaetothyriales_unidentified,17%,Chaetothyriales_unidentified_1,17%,Chaetothyriales_sp|SH228270.06FU,17%
ASV5577,+,Fungi,100%,Ascomycota,100%,Ascomycota_unidentified,94%,Ascomycota_unidentified_1,94%,Ascomycota_unidentified_1,94%,Ascomycota_unidentified_1_1,94%,Ascomycota_sp|SH211028.06FU,94%
ASV5578,+,Fungi,100%,Ascomycota,47%,Incertae_sedis_14,26%,Incertae_sedis_15,26%,Incertae_sedis_16,26%,Knufia,12%,Knufia_perforans|SH209750.06FU,12%
ASV5579,+,Fungi,100%,Basidiomycota,100%,Agaricomycetes,100%,Agaricales,99%,Agaricaceae,87%,Tulostoma,81%,Tulostoma_sp_KH_2011b|SH194067.06FU,81%
ASV5580,+,Fungi,100%,Basidiomycota,49%,Agaricomycetes,40%,Agaricales,20%,Hygrophoraceae,3%,Camarophyllus,3%,Camarophyllus_impurus|SH239792.06FU,2%
ASV5581,+,Fungi,100%,Ascomycota,76%,Incertae_sedis_14,9%,Incertae_sedis_15,9%,Incertae_sedis_16,9%,Pulchromyces,7%,Pulchromyces_fimicola|SH227367.06FU,7%
ASV5584,+,Fungi,100%,Chytridiomycota,100%,Chytridiomycetes,97%,Spizellomycetales,97%,Spizellomycetaceae,97%,Powellomyces,97%,Powellomyces_sp_EA|SH206807.06FU,97%
ASV5585,+,Fungi,100%,Fungi_unidentified,43%,Fungi_unidentified_1,43%,Fungi_unidentified_1,43%,Fungi_unidentified_1_1,43%,Fungi_unidentified_1_1,43%,Fungi_sp|SH235187.06FU,24%
ASV5586,+,Fungi,100%,Ascomycota,23%,Pezizomycetes,11%,Pezizales,11%,Pyronemataceae,11%,Trichophaea,11%,Trichophaea_sp|SH217113.06FU,11%
